None | 2019098 | 2019-08-22 | 03 11 12 14 17 26 | 09 | 4 | 9,535,306 | 136 | 166,739 | 1,215 | 3,000 | 69,931 | 200 | 1,352,743 | 10 | 8,377,424 | 5 | 334,187,522 | 759,762,439 | None
None | 2019097 | 2019-08-20 | 03 05 18 24 25 31 | 09 | 5 | 7,465,772 | 98 | 157,255 | 1,765 | 3,000 | 77,971 | 200 | 1,313,064 | 10 | 13,042,526 | 5 | 328,319,954 | 729,874,065 | None
None | 2019096 | 2019-08-18 | 05 07 12 18 27 32 | 11 | 48 | 5,399,584 | 310 | 77,338 | 1,661 | 3,000 | 73,201 | 200 | 1,256,085 | 10 | 9,183,250 | 5 | 355,103,324 | 720,969,696 | None
None | 2019095 | 2019-08-15 | 02 05 14 19 21 28 | 01 | 3 | 10,000,000 | 95 | 236,670 | 843 | 3,000 | 50,960 | 200 | 1,037,704 | 10 | 9,449,489 | 5 | 327,102,912 | 908,224,516 | None
None | 2019094 | 2019-08-13 | 05 10 12 18 19 27 | 06 | 8 | 6,822,140 | 301 | 60,536 | 1,930 | 3,000 | 90,607 | 200 | 1,519,430 | 10 | 8,838,174 | 5 | 318,739,184 | 870,773,310 | None
None | 2019093 | 2019-08-11 | 05 07 08 09 20 22 | 02 | 27 | 5,590,139 | 629 | 31,664 | 2,755 | 3,000 | 124,188 | 200 | 1,910,404 | 10 | 7,322,377 | 5 | 343,851,622 | 870,686,214 | None
None | 2019092 | 2019-08-08 | 09 17 27 28 32 33 | 08 | 6 | 6,573,767 | 67 | 176,168 | 2,218 | 3,000 | 96,986 | 200 | 1,510,147 | 10 | 14,187,938 | 5 | 325,113,036 | 961,868,391 | None
None | 2019091 | 2019-08-06 | 07 10 21 24 29 32 | 11 | 2 | 10,000,000 | 94 | 260,518 | 1,182 | 3,000 | 48,596 | 200 | 1,027,933 | 10 | 7,233,888 | 5 | 321,773,688 | 965,901,226 | None
None | 2019090 | 2019-08-04 | 02 03 06 08 14 22 | 04 | 2 | 10,000,000 | 93 | 289,490 | 1,079 | 3,000 | 61,443 | 200 | 1,234,613 | 10 | 7,756,791 | 5 | 355,808,718 | 912,434,874 | None
None | 2019089 | 2019-08-01 | 02 04 14 16 20 22 | 11 | 7 | 6,961,515 | 104 | 165,031 | 1,201 | 3,000 | 61,937 | 200 | 1,127,679 | 10 | 12,291,918 | 5 | 321,183,320 | 851,666,935 | None
None | 2019088 | 2019-07-30 | 13 14 15 21 23 29 | 13 | 18 | 5,697,370 | 77 | 203,777 | 1,852 | 3,000 | 76,697 | 200 | 1,238,738 | 10 | 12,194,123 | 5 | 320,442,344 | 848,907,760 | None
None | 2019087 | 2019-07-28 | 04 05 07 09 21 30 | 04 | 5 | 9,423,734 | 99 | 279,276 | 994 | 3,000 | 61,058 | 200 | 1,300,800 | 10 | 6,393,538 | 5 | 348,495,228 | 904,387,916 | None
None | 2019086 | 2019-07-25 | 16 22 24 26 28 31 | 06 | 11 | 6,364,807 | 120 | 156,384 | 1,475 | 3,000 | 67,830 | 200 | 1,190,814 | 10 | 10,212,836 | 5 | 318,423,888 | 868,561,562 | None
None | 2019085 | 2019-07-23 | 01 04 14 18 24 29 | 04 | 12 | 6,519,571 | 61 | 373,665 | 1,336 | 3,000 | 54,007 | 200 | 935,004 | 10 | 8,527,271 | 5 | 322,387,974 | 882,276,151 | None
None | 2019084 | 2019-07-21 | 04 08 14 18 20 27 | 03 | 15 | 5,979,203 | 300 | 61,200 | 2,549 | 3,000 | 124,314 | 200 | 2,086,504 | 10 | 9,552,705 | 5 | 356,282,880 | 892,130,280 | None
None | 2019083 | 2019-07-18 | 06 15 17 26 28 31 | 03 | 10 | 6,795,196 | 118 | 190,169 | 1,189 | 3,000 | 61,110 | 200 | 1,161,496 | 10 | 8,812,163 | 5 | 329,029,762 | 926,738,145 | None
None | 2019082 | 2019-07-16 | 07 16 19 22 24 28 | 02 | 5 | 8,270,886 | 91 | 224,648 | 1,412 | 3,000 | 71,586 | 200 | 1,328,818 | 10 | 9,443,047 | 5 | 328,221,990 | 927,370,251 | None
None | 2019081 | 2019-07-14 | 05 24 27 29 31 32 | 10 | 5 | 8,910,511 | 58 | 421,391 | 877 | 3,000 | 45,047 | 200 | 971,926 | 10 | 11,442,036 | 5 | 359,862,504 | 907,395,563 | None
None | 2019080 | 2019-07-11 | 03 06 08 20 24 32 | 07 | 7 | 6,502,641 | 80 | 164,351 | 1,399 | 3,000 | 80,926 | 200 | 1,423,007 | 10 | 15,252,015 | 5 | 333,601,616 | 878,626,031 | None
None | 2019079 | 2019-07-09 | 01 03 06 09 19 31 | 16 | 15 | 6,163,816 | 156 | 139,881 | 1,634 | 3,000 | 72,099 | 200 | 1,197,361 | 10 | 8,128,996 | 5 | 324,952,306 | 884,700,186 | None
None | 2019078 | 2019-07-07 | 01 17 27 29 31 33 | 12 | 14 | 6,369,078 | 199 | 120,396 | 1,248 | 3,000 | 62,854 | 200 | 1,185,214 | 10 | 10,352,093 | 5 | 358,699,764 | 911,692,755 | None
None | 2019077 | 2019-07-04 | 09 11 13 18 21 22 | 15 | 1 | 10,000,000 | 118 | 221,011 | 921 | 3,000 | 55,739 | 200 | 1,161,051 | 10 | 6,485,539 | 5 | 331,156,004 | 928,983,242 | None
None | 2019076 | 2019-07-02 | 12 15 19 20 29 32 | 14 | 4 | 10,000,000 | 84 | 299,030 | 887 | 3,000 | 46,766 | 200 | 981,791 | 10 | 7,656,989 | 5 | 327,737,064 | 860,745,165 | None
None | 2019075 | 2019-06-30 | 05 08 20 22 31 33 | 03 | 2 | 10,000,000 | 69 | 329,031 | 983 | 3,000 | 57,414 | 200 | 1,168,124 | 10 | 11,547,164 | 5 | 356,452,390 | 825,389,586 | None
None | 2019074 | 2019-06-27 | 12 21 27 29 31 33 | 04 | 4 | 10,000,000 | 51 | 558,701 | 681 | 3,000 | 36,557 | 200 | 803,399 | 10 | 6,979,963 | 5 | 339,313,032 | 777,279,978 | None
None | 2019073 | 2019-06-25 | 01 02 06 12 16 18 | 08 | 17 | 5,684,254 | 146 | 99,591 | 2,082 | 3,000 | 86,209 | 200 | 1,407,233 | 10 | 13,624,268 | 5 | 334,373,706 | 731,798,593 | None
None | 2019072 | 2019-06-23 | 02 09 13 15 22 30 | 15 | 10 | 6,995,170 | 155 | 160,900 | 1,666 | 3,000 | 80,447 | 200 | 1,454,142 | 10 | 8,820,940 | 5 | 366,310,328 | 784,809,688 | None
None | 2019071 | 2019-06-20 | 01 08 19 24 29 30 | 04 | 22 | 5,832,271 | 371 | 61,691 | 1,909 | 3,000 | 77,740 | 200 | 1,214,971 | 10 | 8,219,418 | 5 | 338,921,834 | 779,942,491 | None
None | 2019070 | 2019-06-18 | 06 15 18 19 24 32 | 09 | 3 | 10,000,000 | 103 | 182,464 | 1,352 | 3,000 | 71,266 | 200 | 1,271,212 | 10 | 11,661,949 | 5 | 335,727,814 | 839,590,047 | None
None | 2019069 | 2019-06-16 | 06 11 16 19 21 25 | 01 | 8 | 7,285,184 | 226 | 101,114 | 1,642 | 3,000 | 87,880 | 200 | 1,535,319 | 10 | 10,417,598 | 5 | 370,103,190 | 813,208,375 | None
None | 2019068 | 2019-06-13 | 03 14 20 24 26 33 | 10 | 6 | 8,093,762 | 64 | 362,550 | 853 | 3,000 | 46,806 | 200 | 937,858 | 10 | 9,677,948 | 5 | 331,635,522 | 802,934,315 | None
None | 2019067 | 2019-06-11 | 04 06 08 11 30 33 | 11 | 5 | 7,973,990 | 110 | 168,976 | 1,249 | 3,000 | 63,942 | 200 | 1,185,283 | 10 | 11,829,831 | 5 | 330,381,956 | 781,887,228 | None
None | 2019066 | 2019-06-09 | 01 14 17 20 22 32 | 04 | 6 | 8,522,847 | 86 | 307,225 | 977 | 3,000 | 47,329 | 200 | 945,495 | 10 | 9,234,119 | 5 | 354,505,682 | 765,994,853 | None
None | 2019065 | 2019-06-06 | 06 09 11 15 20 26 | 10 | 10 | 6,616,248 | 317 | 63,732 | 1,803 | 3,000 | 88,849 | 200 | 1,517,001 | 10 | 8,252,954 | 5 | 327,400,036 | 737,867,862 | None
None | 2019064 | 2019-06-04 | 12 20 24 25 30 33 | 12 | 4 | 9,064,360 | 92 | 220,889 | 1,028 | 3,000 | 61,462 | 200 | 1,216,263 | 10 | 10,735,376 | 5 | 331,639,006 | 743,421,022 | None
None | 2019063 | 2019-06-02 | 01 14 19 22 29 31 | 16 | 5 | 9,289,366 | 91 | 294,599 | 1,005 | 3,000 | 56,213 | 200 | 1,145,392 | 10 | 8,810,675 | 5 | 361,222,550 | 718,713,061 | None
None | 2019062 | 2019-05-30 | 07 13 16 23 26 30 | 01 | 7 | 8,340,699 | 161 | 181,559 | 675 | 3,000 | 47,411 | 200 | 1,055,744 | 10 | 5,470,135 | 5 | 339,468,976 | 684,734,277 | None
None | 2019061 | 2019-05-28 | 03 17 19 24 27 31 | 12 | 6 | 8,443,688 | 80 | 322,845 | 841 | 3,000 | 47,553 | 200 | 965,087 | 10 | 7,860,046 | 5 | 335,296,666 | 655,425,812 | None
None | 2019060 | 2019-05-26 | 03 04 14 20 23 27 | 01 | 2 | 10,000,000 | 118 | 246,389 | 994 | 3,000 | 55,657 | 200 | 1,125,191 | 10 | 7,643,924 | 5 | 367,103,342 | 628,604,946 | None
None | 2019059 | 2019-05-23 | 04 05 07 09 16 18 | 06 | 2 | 10,000,000 | 125 | 162,165 | 1,542 | 3,000 | 75,876 | 200 | 1,380,983 | 10 | 10,926,874 | 5 | 345,567,246 | 561,383,166 | None
None | 2019058 | 2019-05-21 | 07 08 12 21 23 27 | 12 | 20 | 5,260,714 | 127 | 51,321 | 3,726 | 3,000 | 152,257 | 200 | 2,179,068 | 10 | 15,353,055 | 5 | 339,299,672 | 520,571,254 | None
None | 2019057 | 2019-05-19 | 04 05 06 08 13 18 | 16 | 7 | 8,216,242 | 127 | 221,591 | 1,311 | 3,000 | 74,663 | 200 | 1,509,549 | 10 | 7,205,057 | 5 | 372,560,948 | 606,231,938 | None
None | 2019056 | 2019-05-16 | 13 14 17 19 21 29 | 01 | 1 | 10,000,000 | 78 | 245,905 | 1,528 | 3,000 | 70,105 | 200 | 1,287,687 | 10 | 12,783,341 | 5 | 351,267,630 | 579,319,269 | None
None | 2019055 | 2019-05-14 | 01 06 11 15 19 31 | 10 | 2 | 10,000,000 | 61 | 368,485 | 1,097 | 3,000 | 57,238 | 200 | 1,100,504 | 10 | 11,176,109 | 5 | 350,070,872 | 531,777,347 | None
None | 2019054 | 2019-05-12 | 07 10 11 15 24 26 | 11 | 8 | 6,741,103 | 132 | 131,901 | 2,374 | 3,000 | 102,249 | 200 | 1,678,737 | 10 | 14,054,725 | 5 | 376,075,414 | 484,344,441 | None
None | 2019053 | 2019-05-09 | 04 16 22 25 29 31 | 08 | 12 | 5,969,643 | 109 | 133,437 | 1,869 | 3,000 | 80,695 | 200 | 1,364,875 | 10 | 15,147,656 | 5 | 345,533,966 | 486,040,155 | None
None | 2019052 | 2019-05-07 | 03 06 09 13 16 19 | 16 | 153 | 5,117,604 | 2,295 | 9,800 | 2,162 | 3,000 | 76,077 | 200 | 1,276,540 | 10 | 8,653,774 | 5 | 342,251,970 | 514,041,918 | None
None | 2019051 | 2019-05-05 | 08 09 10 13 15 28 | 09 | 13 | 5,503,869 | 120 | 68,232 | 3,302 | 3,000 | 142,819 | 200 | 2,196,456 | 10 | 17,751,864 | 5 | 371,316,762 | 1,229,559,631 | None
None | 2019050 | 2019-05-02 | 04 06 10 11 21 23 | 02 | 13 | 6,136,790 | 100 | 184,728 | 1,227 | 3,000 | 64,622 | 200 | 1,200,423 | 10 | 10,061,963 | 5 | 311,858,860 | 1,276,546,288 | None
None | 2019049 | 2019-04-30 | 03 10 13 22 23 28 | 15 | 9 | 6,552,485 | 205 | 85,197 | 2,854 | 3,000 | 111,093 | 200 | 1,745,138 | 10 | 9,091,215 | 5 | 333,775,314 | 1,300,906,020 | None
None | 2019048 | 2019-04-28 | 03 07 10 12 18 29 | 10 | 8 | 7,251,672 | 153 | 147,168 | 2,209 | 3,000 | 101,803 | 200 | 1,730,349 | 10 | 10,291,067 | 5 | 379,210,874 | 1,307,482,004 | None
None | 2019047 | 2019-04-25 | 03 11 18 25 30 33 | 14 | 1 | 10,000,000 | 388 | 69,165 | 909 | 3,000 | 84,327 | 200 | 1,725,198 | 10 | 5,429,364 | 5 | 349,665,886 | 1,297,945,208 | None
None | 2019046 | 2019-04-23 | 02 12 16 22 25 32 | 06 | 17 | 5,847,483 | 132 | 136,431 | 2,121 | 3,000 | 81,820 | 200 | 1,392,213 | 10 | 12,488,152 | 5 | 349,236,650 | 1,227,436,396 | None
None | 2019045 | 2019-04-21 | 01 06 17 19 27 31 | 14 | 7 | 8,172,099 | 83 | 334,408 | 836 | 3,000 | 51,802 | 200 | 1,068,768 | 10 | 10,380,725 | 5 | 380,577,960 | 1,272,816,559 | None
None | 2019044 | 2019-04-18 | 06 14 16 17 23 29 | 07 | 12 | 5,956,414 | 188 | 76,309 | 2,205 | 3,000 | 95,733 | 200 | 1,552,954 | 10 | 14,621,631 | 5 | 350,579,948 | 1,246,753,637 | None
None | 2019043 | 2019-04-16 | 01 06 12 13 24 32 | 13 | 2 | 10,000,000 | 99 | 249,954 | 1,162 | 3,000 | 57,084 | 200 | 1,034,128 | 10 | 8,993,878 | 5 | 345,296,562 | 1,275,191,954 | None
None | 2019042 | 2019-04-14 | 15 17 19 22 25 26 | 04 | 4 | 10,000,000 | 132 | 195,373 | 1,226 | 3,000 | 74,347 | 200 | 1,495,803 | 10 | 9,528,585 | 5 | 376,134,240 | 1,220,955,571 | None
None | 2019041 | 2019-04-11 | 02 09 13 23 24 26 | 16 | 2 | 10,000,000 | 103 | 274,965 | 831 | 3,000 | 47,335 | 200 | 1,003,320 | 10 | 6,964,501 | 5 | 347,145,834 | 1,183,587,505 | None
None | 2019040 | 2019-04-09 | 05 06 09 18 23 31 | 11 | 8 | 6,661,238 | 159 | 104,480 | 2,510 | 3,000 | 93,201 | 200 | 1,540,542 | 10 | 11,320,428 | 5 | 335,974,062 | 1,118,623,191 | None
None | 2019039 | 2019-04-07 | 06 07 11 14 27 32 | 08 | 11 | 6,258,711 | 136 | 127,259 | 2,045 | 3,000 | 89,894 | 200 | 1,606,282 | 10 | 13,705,464 | 5 | 363,128,750 | 1,122,075,950 | None
None | 2019038 | 2019-04-04 | 09 12 21 27 29 30 | 05 | 10 | 6,243,868 | 101 | 153,944 | 2,137 | 3,000 | 89,846 | 200 | 1,485,224 | 10 | 12,576,975 | 5 | 335,328,036 | 1,138,999,919 | None
None | 2019037 | 2019-04-02 | 01 07 12 14 18 25 | 10 | 12 | 6,514,774 | 213 | 106,674 | 1,458 | 3,000 | 70,399 | 200 | 1,325,157 | 10 | 9,284,123 | 5 | 344,923,376 | 1,154,793,537 | None
None | 2019036 | 2019-03-31 | 02 10 13 16 23 32 | 08 | 21 | 5,000,000 | 85 | 6,000 | 2,956 | 3,000 | 117,550 | 200 | 1,895,239 | 10 | 28,680,477 | 5 | 383,547,756 | 1,164,805,979 | None
None | 2019035 | 2019-03-28 | 01 05 07 09 10 20 | 16 | 11 | 7,034,000 | 233 | 120,032 | 1,362 | 3,000 | 75,341 | 200 | 1,379,602 | 10 | 5,821,154 | 5 | 354,951,028 | 1,269,805,979 | None
None | 2019034 | 2019-03-26 | 09 11 15 22 24 26 | 03 | 10 | 6,957,743 | 103 | 237,590 | 1,211 | 3,000 | 63,789 | 200 | 1,242,428 | 10 | 9,415,538 | 5 | 354,652,922 | 1,263,277,472 | None
None | 2019033 | 2019-03-24 | 09 15 19 21 23 29 | 15 | 22 | 6,000,111 | 224 | 122,781 | 1,380 | 3,000 | 68,477 | 200 | 1,323,149 | 10 | 9,530,663 | 5 | 385,168,218 | 1,259,439,534 | None
None | 2019032 | 2019-03-21 | 04 08 09 13 28 33 | 04 | 6 | 8,788,636 | 228 | 124,626 | 951 | 3,000 | 52,822 | 200 | 1,080,804 | 10 | 7,020,433 | 5 | 353,034,100 | 1,308,932,812 | None
None | 2019031 | 2019-03-19 | 03 13 15 18 21 33 | 16 | 5 | 9,429,639 | 119 | 232,649 | 976 | 3,000 | 60,588 | 200 | 1,236,438 | 10 | 7,487,549 | 5 | 358,344,316 | 1,276,420,305 | None
None | 2019030 | 2019-03-17 | 04 05 07 10 12 22 | 16 | 17 | 6,202,265 | 196 | 130,347 | 1,656 | 3,000 | 83,656 | 200 | 1,625,585 | 10 | 10,427,184 | 5 | 392,415,448 | 1,240,512,761 | None
None | 2019029 | 2019-03-14 | 08 11 17 23 32 33 | 10 | 6 | 8,343,406 | 83 | 302,115 | 1,157 | 3,000 | 61,274 | 200 | 1,166,185 | 10 | 9,596,595 | 5 | 358,515,950 | 1,269,306,832 | None
None | 2019028 | 2019-03-12 | 04 19 22 26 29 30 | 11 | 11 | 6,380,332 | 165 | 115,027 | 2,023 | 3,000 | 98,830 | 200 | 1,660,732 | 10 | 11,301,979 | 5 | 356,878,622 | 1,244,140,628 | None
None | 2019027 | 2019-03-10 | 02 06 08 10 11 17 | 13 | 9 | 7,407,292 | 223 | 121,444 | 1,601 | 3,000 | 95,901 | 200 | 1,910,982 | 10 | 8,252,950 | 5 | 393,236,612 | 1,257,385,558 | None
None | 2019026 | 2019-03-07 | 03 13 15 19 20 27 | 14 | 10 | 6,689,534 | 105 | 201,135 | 1,359 | 3,000 | 72,605 | 200 | 1,386,153 | 10 | 10,855,102 | 5 | 349,411,720 | 1,242,805,065 | None
None | 2019025 | 2019-03-05 | 15 16 21 27 30 33 | 04 | 5 | 9,479,664 | 74 | 378,350 | 838 | 3,000 | 48,576 | 200 | 997,993 | 10 | 7,039,911 | 5 | 345,714,892 | 1,246,342,879 | None
None | 2019024 | 2019-03-03 | 01 08 23 25 28 29 | 10 | 8 | 6,940,962 | 99 | 196,056 | 1,518 | 3,000 | 85,039 | 200 | 1,544,263 | 10 | 14,714,934 | 5 | 384,117,562 | 1,209,747,493 | None
None | 2019023 | 2019-02-28 | 01 10 14 15 18 31 | 13 | 13 | 6,088,193 | 336 | 52,628 | 3,232 | 3,000 | 122,445 | 200 | 1,798,078 | 10 | 10,062,246 | 5 | 353,488,994 | 1,207,046,316 | None
None | 2019022 | 2019-02-26 | 03 07 11 21 30 33 | 07 | 19 | 5,503,206 | 169 | 70,716 | 2,055 | 3,000 | 86,814 | 200 | 1,417,042 | 10 | 16,104,759 | 5 | 338,829,860 | 1,233,143,388 | None
None | 2019021 | 2019-02-24 | 02 05 07 08 20 27 | 04 | 6 | 8,810,224 | 214 | 133,535 | 1,155 | 3,000 | 67,604 | 200 | 1,347,077 | 10 | 7,389,591 | 5 | 370,839,306 | 1,301,850,849 | None
None | 2019020 | 2019-02-21 | 02 12 13 23 27 28 | 12 | 11 | 6,275,977 | 233 | 75,299 | 2,238 | 3,000 | 102,237 | 200 | 1,680,141 | 10 | 9,570,874 | 5 | 330,603,914 | 1,268,982,145 | None
None | 2019019 | 2019-02-19 | 03 11 17 18 24 25 | 06 | 24 | 5,530,875 | 268 | 59,426 | 2,643 | 3,000 | 107,983 | 200 | 1,679,611 | 10 | 9,981,949 | 5 | 326,400,930 | 1,285,383,840 | None
None | 2019018 | 2019-02-17 | 04 11 18 19 26 32 | 04 | 8 | 7,473,244 | 364 | 67,946 | 1,391 | 3,000 | 65,920 | 200 | 1,216,364 | 10 | 8,584,758 | 5 | 349,743,310 | 1,370,346,090 | None
None | 2019017 | 2019-02-14 | 04 05 24 28 30 33 | 09 | 3 | 9,404,407 | 50 | 330,330 | 947 | 3,000 | 49,981 | 200 | 991,144 | 10 | 12,888,010 | 5 | 312,764,888 | 1,355,934,705 | None
None | 2019016 | 2019-02-12 | 05 07 09 11 19 25 | 05 | 11 | 6,236,511 | 157 | 108,293 | 2,163 | 3,000 | 92,522 | 200 | 1,508,697 | 10 | 9,218,949 | 5 | 314,659,700 | 1,334,598,348 | None
None | 2019015 | 2019-02-03 | 11 15 16 20 24 31 | 04 | 13 | 6,477,986 | 181 | 132,692 | 1,940 | 3,000 | 90,908 | 200 | 1,614,328 | 10 | 10,635,011 | 5 | 386,508,326 | 1,352,193,873 | None
None | 2019014 | 2019-01-31 | 01 02 03 14 19 33 | 03 | 7 | 7,683,510 | 168 | 139,766 | 1,247 | 3,000 | 54,378 | 200 | 991,041 | 10 | 8,407,607 | 5 | 327,526,362 | 1,364,355,844 | None
None | 2019013 | 2019-01-29 | 05 07 14 16 18 21 | 01 | 4 | 10,000,000 | 77 | 363,158 | 739 | 3,000 | 37,452 | 200 | 869,073 | 10 | 6,549,335 | 5 | 332,648,408 | 1,347,698,265 | None
None | 2019012 | 2019-01-27 | 07 10 21 23 31 33 | 14 | 2 | 10,000,000 | 55 | 472,600 | 898 | 3,000 | 50,302 | 200 | 1,046,003 | 10 | 10,866,207 | 5 | 370,443,836 | 1,303,808,580 | None
None | 2019011 | 2019-01-24 | 10 13 19 21 24 30 | 07 | 4 | 8,829,188 | 72 | 265,915 | 1,152 | 3,000 | 67,289 | 200 | 1,252,710 | 10 | 12,157,338 | 5 | 340,431,350 | 1,245,829,570 | None
None | 2019010 | 2019-01-22 | 02 04 05 08 11 30 | 02 | 15 | 5,753,329 | 178 | 79,353 | 3,452 | 3,000 | 139,972 | 200 | 2,193,164 | 10 | 9,647,094 | 5 | 336,769,874 | 1,223,708,496 | None
None | 2019009 | 2019-01-20 | 01 07 10 22 31 32 | 15 | 12 | 7,191,309 | 122 | 269,423 | 687 | 3,000 | 46,022 | 200 | 979,441 | 10 | 6,425,913 | 5 | 376,873,348 | 1,267,633,646 | None
None | 2019008 | 2019-01-17 | 02 06 09 13 28 32 | 12 | 4 | 9,716,477 | 86 | 274,213 | 1,085 | 3,000 | 60,425 | 200 | 1,166,000 | 10 | 9,298,962 | 5 | 342,498,692 | 1,255,320,435 | None
None | 2019007 | 2019-01-15 | 06 10 14 15 19 23 | 15 | 9 | 7,306,482 | 198 | 131,050 | 1,318 | 3,000 | 66,723 | 200 | 1,323,262 | 10 | 6,508,642 | 5 | 340,543,166 | 1,223,439,184 | None
None | 2019006 | 2019-01-13 | 01 05 10 19 26 28 | 12 | 32 | 5,514,887 | 96 | 214,536 | 1,820 | 3,000 | 83,388 | 200 | 1,500,047 | 10 | 12,926,873 | 5 | 375,825,296 | 1,211,353,738 | None
None | 2019005 | 2019-01-10 | 21 22 26 28 31 32 | 07 | 11 | 6,133,650 | 68 | 229,230 | 1,308 | 3,000 | 61,547 | 200 | 1,102,950 | 10 | 15,727,044 | 5 | 343,365,078 | 1,326,043,660 | None
None | 2019004 | 2019-01-08 | 08 12 16 19 26 32 | 03 | 8 | 7,428,584 | 222 | 109,395 | 1,308 | 3,000 | 69,480 | 200 | 1,385,574 | 10 | 7,368,055 | 5 | 338,080,388 | 1,346,750,738 | None
None | 2019003 | 2019-01-06 | 13 17 20 21 22 27 | 01 | 5 | 9,635,283 | 129 | 224,577 | 920 | 3,000 | 59,266 | 200 | 1,278,481 | 10 | 7,969,323 | 5 | 373,728,002 | 1,333,321,882 | None
None | 2019002 | 2019-01-03 | 04 05 06 08 09 18 | 11 | 9 | 7,273,230 | 129 | 198,246 | 1,352 | 3,000 | 74,631 | 200 | 1,506,728 | 10 | 6,555,174 | 5 | 345,144,344 | 1,294,586,730 | None
None | 2019001 | 2019-01-01 | 06 10 13 15 32 33 | 15 | 14 | 6,657,038 | 147 | 197,266 | 822 | 3,000 | 47,264 | 200 | 1,059,312 | 10 | 5,761,518 | 5 | 341,453,440 | 1,283,324,272 | None
None | 2018153 | 2018-12-30 | 01 07 17 23 25 31 | 11 | 4 | 10,000,000 | 133 | 205,313 | 1,259 | 3,000 | 58,445 | 200 | 1,096,798 | 10 | 8,506,891 | 5 | 363,663,410 | 1,289,528,301 | None
None | 2018152 | 2018-12-27 | 04 14 16 23 28 29 | 03 | 20 | 5,479,653 | 168 | 71,376 | 5,101 | 3,000 | 155,083 | 200 | 1,893,432 | 10 | 10,963,861 | 5 | 342,935,808 | 1,247,608,325 | None
None | 2018151 | 2018-12-25 | 05 15 19 25 26 29 | 15 | 4 | 9,708,849 | 203 | 115,981 | 2,250 | 3,000 | 87,941 | 200 | 1,559,540 | 10 | 7,022,515 | 5 | 345,353,380 | 1,321,227,399 | None
None | 2018150 | 2018-12-23 | 06 08 15 19 20 31 | 05 | 15 | 6,255,214 | 270 | 87,167 | 1,872 | 3,000 | 87,470 | 200 | 1,535,783 | 10 | 10,455,593 | 5 | 377,320,206 | 1,289,430,060 | None
None | 2018149 | 2018-12-20 | 01 07 08 10 12 24 | 01 | 12 | 6,743,951 | 212 | 123,392 | 1,525 | 3,000 | 81,458 | 200 | 1,611,901 | 10 | 6,305,213 | 5 | 353,364,860 | 1,312,652,452 | None
